teamID,yearID,lgID,G,W,L,R,RA
BSN,1876,NL,70,39,31,471,450
CHN,1876,NL,66,52,14,624,257
CN1,1876,NL,65,9,56,238,579
HAR,1876,NL,69,47,21,429,261
LS1,1876,NL,69,30,36,280,344
NY3,1876,NL,57,21,35,260,412
PHN,1876,NL,60,14,45,378,534
SL3,1876,NL,64,45,19,386,229
BSN,1877,NL,61,42,18,419,263
CHN,1877,NL,60,26,33,366,375
CN1,1877,NL,58,15,42,291,485
HAR,1877,NL,60,31,27,341,311
LS1,1877,NL,61,35,25,339,288
SL3,1877,NL,60,28,32,284,318
BSN,1878,NL,60,41,19,298,241
CHN,1878,NL,61,30,30,371,331
CN1,1878,NL,61,37,23,333,281
IN1,1878,NL,63,24,36,293,328
ML2,1878,NL,61,15,45,256,386
PRO,1878,NL,62,33,27,353,337
BFN,1879,NL,79,46,32,394,365
BSN,1879,NL,84,54,30,562,348
CHN,1879,NL,83,46,33,437,411
CL2,1879,NL,82,27,55,322,461
CN1,1879,NL,81,43,37,485,464
PRO,1879,NL,85,59,25,612,355
SR1,1879,NL,71,22,48,276,462
TRN,1879,NL,77,19,56,321,543
BFN,1880,NL,85,24,58,331,502
BSN,1880,NL,86,40,44,416,456
CHN,1880,NL,86,67,17,538,317
CL2,1880,NL,85,47,37,387,337
CN1,1880,NL,83,21,59,296,472
PRO,1880,NL,87,52,32,419,299
TRN,1880,NL,83,41,42,392,438
WOR,1880,NL,85,40,43,412,370
BFN,1881,NL,83,45,38,440,447
BSN,1881,NL,83,38,45,347,410
CHN,1881,NL,84,56,28,550,380
CL2,1881,NL,85,36,48,392,414
DTN,1881,NL,84,41,43,440,429
PRO,1881,NL,85,47,37,447,426
TRN,1881,NL,85,39,45,399,427
WOR,1881,NL,83,32,50,410,492
BFN,1882,NL,84,45,39,500,461
BSN,1882,NL,85,45,39,472,414
CHN,1882,NL,84,55,29,604,353
CL2,1882,NL,84,42,40,402,411
DTN,1882,NL,86,42,41,407,488
PRO,1882,NL,84,52,32,463,356
TRN,1882,NL,85,35,48,430,522
WOR,1882,NL,84,18,66,379,652
BFN,1883,NL,98,52,45,614,576
BSN,1883,NL,98,63,35,669,456
CHN,1883,NL,98,59,39,679,540
CL2,1883,NL,100,55,42,476,443
DTN,1883,NL,101,40,58,524,650
NY1,1883,NL,98,46,50,530,577
PHI,1883,NL,99,17,81,437,887
PRO,1883,NL,98,58,40,636,436
BFN,1884,NL,114,64,47,700,626
BSN,1884,NL,116,73,38,684,468
CHN,1884,NL,112,62,50,834,647
CL2,1884,NL,113,35,77,458,716
DTN,1884,NL,114,28,84,445,736
NY1,1884,NL,116,62,50,693,623
PHI,1884,NL,113,39,73,549,824
PRO,1884,NL,114,84,28,665,388
BFN,1885,NL,112,38,74,495,761
BSN,1885,NL,113,46,66,528,589
CHN,1885,NL,113,87,25,834,470
DTN,1885,NL,108,41,67,514,582
NY1,1885,NL,112,85,27,691,370
PHI,1885,NL,111,56,54,513,511
PRO,1885,NL,110,53,57,442,531
SL5,1885,NL,111,36,72,390,593
BSN,1886,NL,118,56,61,657,661
CHN,1886,NL,126,90,34,900,555
DTN,1886,NL,126,87,36,829,538
KCN,1886,NL,123,30,91,494,872
NY1,1886,NL,124,75,44,692,558
PHI,1886,NL,119,71,43,621,498
SL5,1886,NL,126,43,79,547,712
WS8,1886,NL,122,28,92,445,791
BSN,1887,NL,127,61,60,834,792
CHN,1887,NL,127,71,50,813,716
DTN,1887,NL,127,79,45,969,710
IN3,1887,NL,127,37,89,628,965
NY1,1887,NL,129,68,55,816,723
PHI,1887,NL,128,75,48,901,702
PIT,1887,NL,125,55,69,621,750
WS8,1887,NL,126,46,76,601,825
BSN,1888,NL,137,70,64,669,619
CHN,1888,NL,135,77,58,734,659
DTN,1888,NL,134,68,63,721,629
IN3,1888,NL,136,50,85,603,731
NY1,1888,NL,137,84,47,659,479
PHI,1888,NL,131,69,61,535,509
PIT,1888,NL,138,66,68,534,580
WS8,1888,NL,136,48,86,482,731
BSN,1889,NL,133,83,45,826,626
CHN,1889,NL,136,67,65,867,814
CL4,1889,NL,136,61,72,656,720
IN3,1889,NL,135,59,75,819,894
NY1,1889,NL,131,83,43,935,708
PHI,1889,NL,130,63,64,742,748
PIT,1889,NL,134,61,71,726,801
WS8,1889,NL,127,41,83,632,892
BRO,1890,NL,129,86,43,884,620
BSN,1890,NL,134,76,57,763,593
CHN,1890,NL,139,83,53,847,692
CIN,1890,NL,134,77,55,753,633
CL4,1890,NL,136,44,88,630,832
NY1,1890,NL,135,63,68,713,698
PHI,1890,NL,133,78,53,823,707
PIT,1890,NL,138,23,113,597,1235
BRO,1891,NL,137,61,76,765,820
BSN,1891,NL,140,87,51,847,658
CHN,1891,NL,137,82,53,832,730
CIN,1891,NL,138,56,81,646,790
CL4,1891,NL,141,65,74,835,888
NY1,1891,NL,136,71,61,754,711
PHI,1891,NL,138,68,69,756,773
PIT,1891,NL,137,55,80,679,744
BLN,1892,NL,152,46,101,779,1020
BRO,1892,NL,158,95,59,935,733
BSN,1892,NL,152,102,48,862,649
CHN,1892,NL,146,70,76,635,735
CIN,1892,NL,155,82,68,766,731
CL4,1892,NL,152,93,56,855,613
LS3,1892,NL,154,63,89,649,804
NY1,1892,NL,152,71,80,811,826
PHI,1892,NL,155,87,66,860,690
PIT,1892,NL,152,80,73,802,796
SLN,1892,NL,155,56,94,703,922
WAS,1892,NL,153,58,93,731,869
BLN,1893,NL,130,60,70,820,893
BRO,1893,NL,130,65,63,775,845
BSN,1893,NL,131,86,43,1008,795
CHN,1893,NL,128,56,71,829,874
CIN,1893,NL,131,65,63,759,814
CL4,1893,NL,129,73,55,976,839
LS3,1893,NL,126,50,75,759,942
NY1,1893,NL,136,68,64,941,845
PHI,1893,NL,133,72,57,1011,841
PIT,1893,NL,131,81,48,970,766
SLN,1893,NL,135,57,75,745,829
WAS,1893,NL,130,40,89,722,1032
BLN,1894,NL,129,89,39,1171,819
BRO,1894,NL,135,70,61,1024,1020
BSN,1894,NL,133,83,49,1220,1002
CHN,1894,NL,136,57,75,1056,1080
CIN,1894,NL,134,55,75,936,1108
CL4,1894,NL,130,68,61,932,896
LS3,1894,NL,130,36,94,698,1019
NY1,1894,NL,139,88,44,962,801
PHI,1894,NL,132,71,57,1179,995
PIT,1894,NL,133,65,65,965,981
SLN,1894,NL,133,56,76,771,953
WAS,1894,NL,132,45,87,882,1122
BLN,1895,NL,131,87,43,1009,646
BRO,1895,NL,133,71,60,879,838
BSN,1895,NL,133,71,60,911,829
CHN,1895,NL,133,72,58,866,854
CIN,1895,NL,132,66,64,903,854
CL4,1895,NL,132,84,46,921,725
LS3,1895,NL,132,35,96,698,1090
NY1,1895,NL,132,66,65,852,834
PHI,1895,NL,133,78,53,1068,957
PIT,1895,NL,134,71,61,815,799
SLN,1895,NL,136,39,92,752,1036
WAS,1895,NL,133,43,85,840,1052
BLN,1896,NL,132,90,39,995,662
BRO,1896,NL,133,58,73,692,764
BSN,1896,NL,132,74,57,865,761
CHN,1896,NL,132,71,57,815,804
CIN,1896,NL,128,77,50,783,620
CL4,1896,NL,135,80,48,840,650
LS3,1896,NL,134,38,93,653,997
NY1,1896,NL,133,64,67,829,821
PHI,1896,NL,130,62,68,890,891
PIT,1896,NL,131,66,63,787,741
SLN,1896,NL,131,40,90,593,929
WAS,1896,NL,133,58,73,818,920
BLN,1897,NL,136,90,40,964,674
BRO,1897,NL,136,61,71,802,845
BSN,1897,NL,135,93,39,1025,665
CHN,1897,NL,138,59,73,832,894
CIN,1897,NL,134,76,56,763,705
CL4,1897,NL,130,69,62,773,680
LS3,1897,NL,135,52,78,675,869
NY1,1897,NL,137,83,48,901,696
PHI,1897,NL,133,55,77,752,792
PIT,1897,NL,134,60,71,676,835
SLN,1897,NL,133,29,102,592,1088
WAS,1897,NL,133,61,71,781,793
BLN,1898,NL,153,96,53,933,623
BRO,1898,NL,149,54,91,638,811
BSN,1898,NL,152,102,47,872,614
CHN,1898,NL,152,85,65,828,679
CIN,1898,NL,157,92,60,831,740
CL4,1898,NL,156,81,68,730,683
LS3,1898,NL,154,70,81,728,833
NY1,1898,NL,156,77,73,837,800
PHI,1898,NL,150,78,71,823,784
PIT,1898,NL,152,72,76,634,694
SLN,1898,NL,154,39,111,571,929
WAS,1898,NL,155,51,101,704,939
BLN,1899,NL,151,86,62,827,691
BRO,1899,NL,148,101,47,892,658
BSN,1899,NL,153,95,57,858,645
CHN,1899,NL,152,75,73,812,763
CIN,1899,NL,157,83,67,861,777
CL4,1899,NL,154,20,134,529,1252
LS3,1899,NL,156,75,77,833,782
NY1,1899,NL,152,60,90,741,868
PHI,1899,NL,154,94,58,916,743
PIT,1899,NL,155,76,73,841,771
SLN,1899,NL,155,84,67,819,739
WAS,1899,NL,155,54,98,743,983
BRO,1900,NL,141,82,54,816,722
BSN,1900,NL,142,66,72,778,739
CHN,1900,NL,146,65,75,635,751
CIN,1900,NL,144,62,77,703,745
NY1,1900,NL,141,60,78,713,823
PHI,1900,NL,141,75,63,810,792
PIT,1900,NL,140,79,60,733,612
SLN,1900,NL,141,65,75,744,748
BLA,1901,AL,134,68,65,760,750
BOS,1901,AL,138,79,57,759,608
CHA,1901,AL,137,83,53,819,631
CLE,1901,AL,138,54,82,666,831
DET,1901,AL,135,74,61,741,694
MLA,1901,AL,139,48,89,641,828
PHA,1901,AL,137,74,62,805,760
WS1,1901,AL,138,61,72,682,771
BRO,1901,NL,137,79,57,744,600
BSN,1901,NL,140,69,69,531,556
CHN,1901,NL,140,53,86,578,699
CIN,1901,NL,142,52,87,561,818
NY1,1901,NL,141,52,85,544,755
PHI,1901,NL,140,83,57,668,543
PIT,1901,NL,140,90,49,776,534
SLN,1901,NL,142,76,64,792,689
BLA,1902,AL,140,50,88,715,848
BOS,1902,AL,138,77,60,664,600
CHA,1902,AL,138,74,60,675,602
CLE,1902,AL,137,69,67,686,667
DET,1902,AL,137,52,83,566,657
PHA,1902,AL,137,83,53,775,636
SLA,1902,AL,139,78,58,619,607
WS1,1902,AL,138,61,75,707,790
BRO,1902,NL,141,75,63,564,519
BSN,1902,NL,141,73,64,572,516
CHN,1902,NL,143,68,69,544,505
CIN,1902,NL,141,70,70,633,566
NY1,1902,NL,141,48,88,405,604
PHI,1902,NL,138,56,81,484,649
PIT,1902,NL,141,103,36,775,440
SLN,1902,NL,140,56,78,517,695
BOS,1903,AL,141,91,47,708,504
CHA,1903,AL,138,60,77,516,613
CLE,1903,AL,140,77,63,639,579
DET,1903,AL,137,65,71,567,539
NYA,1903,AL,136,72,62,579,573
PHA,1903,AL,137,75,60,597,519
SLA,1903,AL,139,65,74,500,525
WS1,1903,AL,140,43,94,437,691
BRO,1903,NL,139,70,66,667,682
BSN,1903,NL,140,58,80,578,699
CHN,1903,NL,139,82,56,695,599
CIN,1903,NL,141,74,65,765,656
NY1,1903,NL,142,84,55,729,567
PHI,1903,NL,139,49,86,617,738
PIT,1903,NL,141,91,49,793,613
SLN,1903,NL,139,43,94,505,795
BOS,1904,AL,157,95,59,608,466
CHA,1904,AL,156,89,65,600,482
CLE,1904,AL,154,86,65,647,482
DET,1904,AL,162,62,90,505,627
NYA,1904,AL,155,92,59,598,526
PHA,1904,AL,155,81,70,557,503
SLA,1904,AL,156,65,87,481,604
WS1,1904,AL,157,38,113,437,743
BRO,1904,NL,154,56,97,497,614
BSN,1904,NL,155,55,98,491,749
CHN,1904,NL,156,93,60,597,517
CIN,1904,NL,157,88,65,695,547
NY1,1904,NL,157,106,47,744,474
PHI,1904,NL,155,52,100,571,784
PIT,1904,NL,156,87,66,675,592
SLN,1904,NL,154,75,79,602,595
BOS,1905,AL,153,78,74,579,565
CHA,1905,AL,158,92,60,612,451
CLE,1905,AL,155,76,78,564,587
DET,1905,AL,154,79,74,512,604
NYA,1905,AL,152,71,78,586,621
PHA,1905,AL,152,92,56,623,488
SLA,1905,AL,156,54,99,512,608
WS1,1905,AL,154,64,87,559,623
BRO,1905,NL,155,48,104,506,807
BSN,1905,NL,156,51,103,468,733
CHN,1905,NL,155,92,61,667,442
CIN,1905,NL,155,79,74,736,698
NY1,1905,NL,155,105,48,780,505
PHI,1905,NL,155,83,69,708,603
PIT,1905,NL,155,96,57,692,570
SLN,1905,NL,154,58,96,535,734
BOS,1906,AL,155,49,105,463,706
CHA,1906,AL,154,93,58,570,460
CLE,1906,AL,157,89,64,663,481
DET,1906,AL,151,71,78,518,598
NYA,1906,AL,155,90,61,640,543
PHA,1906,AL,149,78,67,561,539
SLA,1906,AL,154,76,73,560,499
WS1,1906,AL,151,55,95,519,665
BRO,1906,NL,153,66,86,496,625
BSN,1906,NL,152,49,102,408,649
CHN,1906,NL,154,116,36,704,381
CIN,1906,NL,155,64,87,533,582
NY1,1906,NL,152,96,56,625,509
PHI,1906,NL,154,71,82,528,564
PIT,1906,NL,154,93,60,623,470
SLN,1906,NL,154,52,98,470,607
BOS,1907,AL,155,59,90,466,558
CHA,1907,AL,157,87,64,588,474
CLE,1907,AL,158,85,67,531,525
DET,1907,AL,153,92,58,693,531
NYA,1907,AL,152,70,78,605,667
PHA,1907,AL,150,88,57,584,511
SLA,1907,AL,155,69,83,541,555
WS1,1907,AL,154,49,102,506,693
BRO,1907,NL,153,65,83,446,522
BSN,1907,NL,152,58,90,502,652
CHN,1907,NL,155,107,45,574,390
CIN,1907,NL,156,66,87,526,519
NY1,1907,NL,155,82,71,574,510
PHI,1907,NL,149,83,64,514,476
PIT,1907,NL,157,91,63,634,510
SLN,1907,NL,155,52,101,419,610
BOS,1908,AL,155,75,79,564,513
CHA,1908,AL,156,88,64,537,470
CLE,1908,AL,157,90,64,569,459
DET,1908,AL,154,90,63,647,547
NYA,1908,AL,155,51,103,460,713
PHA,1908,AL,157,68,85,486,562
SLA,1908,AL,155,83,69,544,483
WS1,1908,AL,155,67,85,479,539
BRO,1908,NL,154,53,101,375,516
BSN,1908,NL,156,63,91,537,622
CHN,1908,NL,158,99,55,624,461
CIN,1908,NL,155,73,81,488,543
NY1,1908,NL,157,98,56,651,455
PHI,1908,NL,155,83,71,504,445
PIT,1908,NL,155,98,56,585,468
SLN,1908,NL,154,49,105,372,626
BOS,1909,AL,152,88,63,601,549
CHA,1909,AL,159,78,74,492,464
CLE,1909,AL,155,71,82,493,532
DET,1909,AL,158,98,54,666,493
NYA,1909,AL,153,74,77,589,587
PHA,1909,AL,153,95,58,605,411
SLA,1909,AL,154,61,89,441,575
WS1,1909,AL,156,42,110,380,656
BRO,1909,NL,155,55,98,444,627
BSN,1909,NL,155,45,108,435,683
CHN,1909,NL,155,104,49,635,390
CIN,1909,NL,157,77,76,606,599
NY1,1909,NL,158,92,61,624,547
PHI,1909,NL,154,74,79,517,519
PIT,1909,NL,154,110,42,699,447
SLN,1909,NL,154,54,98,583,731
BOS,1910,AL,158,81,72,641,564
CHA,1910,AL,156,68,85,457,479
CLE,1910,AL,161,71,81,548,657
DET,1910,AL,155,86,68,679,584
NYA,1910,AL,156,88,63,626,557
PHA,1910,AL,155,102,48,674,442
SLA,1910,AL,158,47,107,451,743
WS1,1910,AL,157,66,85,501,551
BRO,1910,NL,156,64,90,497,623
BSN,1910,NL,157,53,100,495,701
CHN,1910,NL,154,104,50,712,499
CIN,1910,NL,156,75,79,620,684
NY1,1910,NL,155,91,63,715,567
PHI,1910,NL,157,78,75,674,639
PIT,1910,NL,154,86,67,655,576
SLN,1910,NL,153,63,90,639,718
BOS,1911,AL,153,78,75,680,643
CHA,1911,AL,154,77,74,719,624
CLE,1911,AL,156,80,73,691,712
DET,1911,AL,154,89,65,831,776
NYA,1911,AL,153,76,76,684,724
PHA,1911,AL,152,101,50,861,601
SLA,1911,AL,152,45,107,567,812
WS1,1911,AL,154,64,90,625,766
BRO,1911,NL,154,64,86,539,659
BSN,1911,NL,156,44,107,699,1021
CHN,1911,NL,157,92,62,757,607
CIN,1911,NL,159,70,83,682,706
NY1,1911,NL,154,99,54,756,542
PHI,1911,NL,153,79,73,658,669
PIT,1911,NL,155,85,69,744,557
SLN,1911,NL,158,75,74,671,745
BOS,1912,AL,154,105,47,799,544
CHA,1912,AL,158,78,76,639,648
CLE,1912,AL,155,75,78,677,681
DET,1912,AL,154,69,84,720,777
NYA,1912,AL,153,50,102,630,842
PHA,1912,AL,153,90,62,779,658
SLA,1912,AL,157,53,101,552,764
WS1,1912,AL,154,91,61,699,581
BRO,1912,NL,153,58,95,651,754
BSN,1912,NL,155,52,101,693,861
CHN,1912,NL,152,91,59,756,668
CIN,1912,NL,155,75,78,656,722
NY1,1912,NL,154,103,48,823,571
PHI,1912,NL,152,73,79,670,688
PIT,1912,NL,152,93,58,751,565
SLN,1912,NL,153,63,90,659,830
BOS,1913,AL,151,79,71,631,610
CHA,1913,AL,153,78,74,488,498
CLE,1913,AL,155,86,66,633,536
DET,1913,AL,153,66,87,624,716
NYA,1913,AL,153,57,94,529,668
PHA,1913,AL,153,96,57,794,592
SLA,1913,AL,155,57,96,528,642
WS1,1913,AL,155,90,64,596,561
BRO,1913,NL,152,65,84,595,613
BSN,1913,NL,154,69,82,641,690
CHN,1913,NL,155,88,65,720,630
CIN,1913,NL,156,64,89,607,717
NY1,1913,NL,156,101,51,684,515
PHI,1913,NL,159,88,63,693,636
PIT,1913,NL,155,78,71,673,585
SLN,1913,NL,153,51,99,528,755
BOS,1914,AL,159,91,62,589,510
CHA,1914,AL,157,70,84,487,560
CLE,1914,AL,157,51,102,538,709
DET,1914,AL,157,80,73,615,618
NYA,1914,AL,157,70,84,537,550
PHA,1914,AL,158,99,53,749,529
SLA,1914,AL,159,71,82,523,615
WS1,1914,AL,158,81,73,572,519
BRO,1914,NL,154,75,79,622,618
BSN,1914,NL,158,94,59,657,548
CHN,1914,NL,156,78,76,605,638
CIN,1914,NL,157,60,94,530,651
NY1,1914,NL,156,84,70,672,576
PHI,1914,NL,154,74,80,651,687
PIT,1914,NL,158,69,85,503,540
SLN,1914,NL,157,81,72,558,540
BOS,1915,AL,155,101,50,669,499
CHA,1915,AL,155,93,61,717,509
CLE,1915,AL,154,57,95,539,670
DET,1915,AL,156,100,54,778,597
NYA,1915,AL,154,69,83,584,588
PHA,1915,AL,154,43,109,545,888
SLA,1915,AL,159,63,91,521,680
WS1,1915,AL,155,85,68,569,491
BRO,1915,NL,154,80,72,536,560
BSN,1915,NL,157,83,69,582,545
CHN,1915,NL,156,73,80,570,620
CIN,1915,NL,160,71,83,516,585
NY1,1915,NL,155,69,83,582,628
PHI,1915,NL,153,90,62,589,463
PIT,1915,NL,156,73,81,557,520
SLN,1915,NL,157,72,81,590,601
BOS,1916,AL,156,91,63,550,480
CHA,1916,AL,155,89,65,601,497
CLE,1916,AL,157,77,77,630,602
DET,1916,AL,155,87,67,670,595
NYA,1916,AL,156,80,74,577,561
PHA,1916,AL,154,36,117,447,776
SLA,1916,AL,158,79,75,588,545
WS1,1916,AL,159,76,77,536,543
BRO,1916,NL,156,94,60,585,471
BSN,1916,NL,158,89,63,542,453
CHN,1916,NL,156,67,86,520,541
CIN,1916,NL,155,60,93,505,617
NY1,1916,NL,155,86,66,597,504
PHI,1916,NL,154,91,62,581,489
PIT,1916,NL,157,65,89,484,586
SLN,1916,NL,153,60,93,476,629
BOS,1917,AL,157,90,62,555,454
CHA,1917,AL,156,100,54,656,464
CLE,1917,AL,156,88,66,584,543
DET,1917,AL,154,78,75,639,577
NYA,1917,AL,155,71,82,524,558
PHA,1917,AL,154,55,98,529,691
SLA,1917,AL,155,57,97,510,687
WS1,1917,AL,157,74,79,543,566
BRO,1917,NL,156,70,81,511,559
BSN,1917,NL,157,72,81,536,552
CHN,1917,NL,157,74,80,552,567
CIN,1917,NL,157,78,76,601,611
NY1,1917,NL,158,98,56,635,457
PHI,1917,NL,154,87,65,578,500
PIT,1917,NL,157,51,103,464,595
SLN,1917,NL,154,82,70,531,567
BOS,1918,AL,126,75,51,474,380
CHA,1918,AL,124,57,67,457,446
CLE,1918,AL,129,73,54,504,447
DET,1918,AL,128,55,71,476,557
NYA,1918,AL,126,60,63,493,475
PHA,1918,AL,130,52,76,412,538
SLA,1918,AL,123,58,64,426,448
WS1,1918,AL,130,72,56,461,412
BRO,1918,NL,126,57,69,360,463
BSN,1918,NL,124,53,71,424,469
CHN,1918,NL,131,84,45,538,393
CIN,1918,NL,129,68,60,530,496
NY1,1918,NL,124,71,53,480,415
PHI,1918,NL,125,55,68,430,507
PIT,1918,NL,126,65,60,466,412
SLN,1918,NL,131,51,78,454,527
BOS,1919,AL,138,66,71,564,552
CHA,1919,AL,140,88,52,667,534
CLE,1919,AL,139,84,55,636,537
DET,1919,AL,140,80,60,618,578
NYA,1919,AL,141,80,59,578,506
PHA,1919,AL,140,36,104,457,742
SLA,1919,AL,140,67,72,533,567
WS1,1919,AL,142,56,84,533,570
BRO,1919,NL,141,69,71,525,513
BSN,1919,NL,140,57,82,465,563
CHN,1919,NL,140,75,65,454,407
CIN,1919,NL,140,96,44,577,401
NY1,1919,NL,140,87,53,605,470
PHI,1919,NL,138,47,90,510,699
PIT,1919,NL,139,71,68,472,466
SLN,1919,NL,138,54,83,463,552
BOS,1920,AL,154,72,81,650,698
CHA,1920,AL,154,96,58,794,665
CLE,1920,AL,154,98,56,857,642
DET,1920,AL,155,61,93,652,833
NYA,1920,AL,154,95,59,838,629
PHA,1920,AL,156,48,106,558,834
SLA,1920,AL,154,76,77,797,766
WS1,1920,AL,153,68,84,723,802
BRO,1920,NL,155,93,61,660,528
BSN,1920,NL,153,62,90,523,670
CHN,1920,NL,154,75,79,619,635
CIN,1920,NL,154,82,71,639,569
NY1,1920,NL,155,86,68,682,543
PHI,1920,NL,153,62,91,565,714
PIT,1920,NL,155,79,75,530,552
SLN,1920,NL,155,75,79,675,682
BOS,1921,AL,154,75,79,668,696
CHA,1921,AL,154,62,92,683,858
CLE,1921,AL,154,94,60,925,712
DET,1921,AL,154,71,82,883,852
NYA,1921,AL,153,98,55,948,708
PHA,1921,AL,155,53,100,657,894
SLA,1921,AL,154,81,73,835,845
WS1,1921,AL,154,80,73,704,738
BRO,1921,NL,152,77,75,667,681
BSN,1921,NL,153,79,74,721,697
CHN,1921,NL,153,64,89,668,773
CIN,1921,NL,153,70,83,618,649
NY1,1921,NL,153,94,59,840,637
PHI,1921,NL,154,51,103,617,919
PIT,1921,NL,154,90,63,692,595
SLN,1921,NL,154,87,66,809,681
BOS,1922,AL,154,61,93,598,769
CHA,1922,AL,155,77,77,691,691
CLE,1922,AL,155,78,76,768,817
DET,1922,AL,155,79,75,828,791
NYA,1922,AL,154,94,60,758,618
PHA,1922,AL,155,65,89,705,830
SLA,1922,AL,154,93,61,867,643
WS1,1922,AL,154,69,85,650,706
BRO,1922,NL,155,76,78,743,754
BSN,1922,NL,154,53,100,596,822
CHN,1922,NL,156,80,74,771,808
CIN,1922,NL,156,86,68,766,677
NY1,1922,NL,156,93,61,852,658
PHI,1922,NL,154,57,96,738,920
PIT,1922,NL,155,85,69,865,736
SLN,1922,NL,154,85,69,863,819
BOS,1923,AL,154,61,91,584,809
CHA,1923,AL,156,69,85,692,741
CLE,1923,AL,153,82,71,888,746
DET,1923,AL,155,83,71,831,741
NYA,1923,AL,152,98,54,823,622
PHA,1923,AL,153,69,83,661,761
SLA,1923,AL,154,74,78,688,720
WS1,1923,AL,155,75,78,720,747
BRO,1923,NL,155,76,78,753,741
BSN,1923,NL,155,54,100,636,798
CHN,1923,NL,154,83,71,756,704
CIN,1923,NL,154,91,63,708,629
NY1,1923,NL,153,95,58,854,679
PHI,1923,NL,155,50,104,748,1008
PIT,1923,NL,154,87,67,786,696
SLN,1923,NL,154,79,74,746,732
BOS,1924,AL,157,67,87,737,806
CHA,1924,AL,154,66,87,793,858
CLE,1924,AL,153,67,86,755,814
DET,1924,AL,156,86,68,849,796
NYA,1924,AL,153,89,63,798,667
PHA,1924,AL,152,71,81,685,778
SLA,1924,AL,153,74,78,769,809
WS1,1924,AL,156,92,62,755,613
BRO,1924,NL,154,92,62,717,675
BSN,1924,NL,154,53,100,520,800
CHN,1924,NL,154,81,72,698,699
CIN,1924,NL,153,83,70,649,579
NY1,1924,NL,154,93,60,857,641
PHI,1924,NL,152,55,96,676,849
PIT,1924,NL,153,90,63,724,588
SLN,1924,NL,154,65,89,740,750
BOS,1925,AL,152,47,105,639,922
CHA,1925,AL,154,79,75,811,770
CLE,1925,AL,155,70,84,782,817
DET,1925,AL,156,81,73,903,829
NYA,1925,AL,156,69,85,706,774
PHA,1925,AL,153,88,64,831,713
SLA,1925,AL,154,82,71,900,906
WS1,1925,AL,152,96,55,829,670
BRO,1925,NL,153,68,85,786,866
BSN,1925,NL,153,70,83,708,802
CHN,1925,NL,154,68,86,723,773
CIN,1925,NL,153,80,73,690,643
NY1,1925,NL,152,86,66,736,702
PHI,1925,NL,153,68,85,812,930
PIT,1925,NL,153,95,58,912,715
SLN,1925,NL,153,77,76,828,764
BOS,1926,AL,154,46,107,562,835
CHA,1926,AL,155,81,72,730,665
CLE,1926,AL,154,88,66,738,612
DET,1926,AL,157,79,75,793,830
NYA,1926,AL,155,91,63,847,713
PHA,1926,AL,150,83,67,677,570
SLA,1926,AL,155,62,92,682,845
WS1,1926,AL,152,81,69,802,761
BRO,1926,NL,155,71,82,623,705
BSN,1926,NL,153,66,86,624,719
CHN,1926,NL,155,82,72,682,602
CIN,1926,NL,157,87,67,747,651
NY1,1926,NL,151,74,77,663,668
PHI,1926,NL,152,58,93,687,900
PIT,1926,NL,157,84,69,769,689
SLN,1926,NL,156,89,65,817,678
BOS,1927,AL,154,51,103,597,856
CHA,1927,AL,153,70,83,662,708
CLE,1927,AL,153,66,87,668,766
DET,1927,AL,156,82,71,845,805
NYA,1927,AL,155,110,44,975,599
PHA,1927,AL,155,91,63,841,726
SLA,1927,AL,155,59,94,724,904
WS1,1927,AL,157,85,69,782,730
BRO,1927,NL,154,65,88,541,619
BSN,1927,NL,155,60,94,651,771
CHN,1927,NL,153,85,68,750,661
CIN,1927,NL,153,75,78,643,653
NY1,1927,NL,155,92,62,817,720
PHI,1927,NL,155,51,103,678,903
PIT,1927,NL,156,94,60,817,659
SLN,1927,NL,153,92,61,754,665
BOS,1928,AL,154,57,96,589,770
CHA,1928,AL,155,72,82,656,725
CLE,1928,AL,155,62,92,674,830
DET,1928,AL,154,68,86,744,804
NYA,1928,AL,154,101,53,894,685
PHA,1928,AL,153,98,55,829,615
SLA,1928,AL,154,82,72,772,742
WS1,1928,AL,155,75,79,718,705
BRO,1928,NL,155,77,76,665,640
BSN,1928,NL,153,50,103,631,878
CHN,1928,NL,154,91,63,714,615
CIN,1928,NL,153,78,74,648,686
NY1,1928,NL,155,93,61,807,653
PHI,1928,NL,152,43,109,660,957
PIT,1928,NL,152,85,67,837,704
SLN,1928,NL,154,95,59,807,636
BOS,1929,AL,155,58,96,605,803
CHA,1929,AL,152,59,93,627,792
CLE,1929,AL,152,81,71,717,736
DET,1929,AL,155,70,84,926,928
NYA,1929,AL,154,88,66,899,775
PHA,1929,AL,151,104,46,901,615
SLA,1929,AL,154,79,73,733,713
WS1,1929,AL,153,71,81,730,776
BRO,1929,NL,153,70,83,755,888
BSN,1929,NL,154,56,98,657,876
CHN,1929,NL,156,98,54,982,758
CIN,1929,NL,155,66,88,686,760
NY1,1929,NL,152,84,67,897,709
PHI,1929,NL,154,71,82,897,1032
PIT,1929,NL,154,88,65,904,780
SLN,1929,NL,154,78,74,831,806
BOS,1930,AL,154,52,102,612,814
CHA,1930,AL,154,62,92,729,884
CLE,1930,AL,154,81,73,890,915
DET,1930,AL,154,75,79,783,833
NYA,1930,AL,154,86,68,1062,898
PHA,1930,AL,154,102,52,951,751
