Country,Country_Code,Year,Fertility_Rate,Urban_Population_Percent,Total_Population,Water_Access_Percent,Unemployment_Rate,Sanitary_Expense_Per_GDP,Life_Expectancy,Life_Expectancy_Female,Life_Expectancy_Male,Infant_Deaths,GDP_Per_Capita,Hospital_Beds_Per_1000,Female_Population,Male_Population,Alcohol_Consumption_Per_Capita,Immunization_Rate,Sanitary_Expense_Per_Capita,CO2_Exposure_Percent,Air_Pollution,Labour_Force_Total,Tuberculosis_Per_100000,Suicide_Rate_Percent,Obesity_Rate_Percent,Underweight_Rate_Percent,Overweight_Rate_Percent,Safe_Water_Access_Percent
Lao PDR,LAO,2013,2.872,31.872,6600742.0,15.021489608001,1.755,2.39984965,65.718,67.663,63.877,7527.0,1815.44023786192,1.1,3273809.0,3326932.0,10.82,83.0,43.56784058,24.2423626108046,24.2423626108046,2630211.0,,,,,,
Lao PDR,LAO,2014,2.802,32.487,6691454.0,15.4490861924632,2.117,2.29845548,66.361,68.507,64.346,7158.0,1984.50828271186,1.09,3317084.0,3374369.0,11.02,83.0,45.61304092,21.3928997917018,21.3928997917018,2680040.0,,,,,,
Lao PDR,LAO,2015,2.766,33.108,6787419.0,15.8768081298228,2.491,2.45366454,66.67,68.724,64.739,6860.0,2125.4589005996,1.16,3364007.0,3423412.0,11.31,83.0,52.15144348,20.1670988613747,20.1670988613747,2729903.0,,,,,,
Lao PDR,LAO,2016,2.722,33.736,6891363.0,16.3047908313028,2.88,2.36087489,67.167,69.346,65.122,6611.0,2309.04999818095,1.21,3415910.0,3475453.0,11.43,83.0,54.51382828,22.463787282601,22.463787282601,2779673.0,,,,,,
Lao PDR,LAO,2017,2.671,34.368,6997917.0,16.7325815626677,3.269,2.52606821,67.434,69.468,65.512,6372.0,2439.46241167184,1.58,3469110.0,3528807.0,11.36,84.0,61.60005188,19.1515982168711,19.1515982168711,2829303.0,,,,,,
Lao PDR,LAO,2018,2.619,35.004,7105006.0,17.1601689389509,2.896,2.24630332,67.634,69.572,65.793,6130.0,2553.36041796394,1.47,3522442.0,3582564.0,11.52,85.0,57.35622025,20.9840690040935,20.9840690040935,2879155.0,,,,,,
Lao PDR,LAO,2019,2.571,35.645,7212053.0,17.587695967652,2.528,2.60312223,68.138,70.234,66.155,5902.0,2598.50579475158,1.69,3575847.0,3636206.0,11.52,80.0,67.81835938,22.4289603771825,22.4289603771825,2930353.0,,,,,,
Lao PDR,LAO,2020,2.541,36.29,7319399.0,17.6819038152423,2.314,2.05965185,68.497,70.594,66.519,5691.0,2593.35571817336,1.27,3629574.0,3689825.0,10.82,79.0,52.15844727,22.3176670505669,22.3176670505669,2960297.0,,,,,,
Lao PDR,LAO,2021,2.496,36.939,7425057.0,17.7766982378824,1.997,2.74392009,68.061,70.078,66.154,5494.0,2535.62343439717,1.31,3682483.0,3742575.0,,75.0,68.87698364,,,3008076.0,,,,,,
Latvia,LVA,2012,1.44,67.897,2034319.0,94.2770127926483,15.047,5.41,73.7780487804878,78.9,68.9,110.0,13847.3379393194,5.83,1106189.0,928130.0,11.19,91.0,746.0,14.9825047352387,14.9825047352387,1039903.0,54.0,23.53,21.98,1.75,48.5,97.42
Latvia,LVA,2013,1.52,67.925,2012647.0,94.5574940718317,11.867,5.41,73.9829268292683,78.9,69.3,105.0,15007.4918561719,5.75,1093236.0,919411.0,11.29,94.0,807.0,15.4093695076531,15.4093695076531,1021195.0,50.0,20.62,22.52,1.72,48.69,97.56
Latvia,LVA,2014,1.65,67.952,1993782.0,94.8380753965027,10.846,5.46,74.1243902439024,79.4,69.1,100.0,15742.3913381908,5.61,1081749.0,912033.0,11.4,92.0,857.0,16.0993170108535,16.0993170108535,1006638.0,43.0,20.74,23.07,1.69,48.88,97.71
Latvia,LVA,2015,1.7,67.98,1977527.0,95.118973137701,9.873,5.65,74.4804878048781,79.5,69.7,95.0,13786.4567953114,5.65,1071516.0,906010.0,11.61,94.0,776.0,13.6554000536401,13.6554000536401,1009906.0,41.0,21.6,23.62,1.66,49.06,97.85
Latvia,LVA,2016,1.74,68.021,1959537.0,95.4013064901174,9.643,6.13,74.580487804878,79.6,69.8,89.0,14331.7515885049,5.68,1060135.0,899402.0,12.1,98.0,875.0,12.6030729844024,12.6030729844024,1004171.0,38.0,21.27,24.2,1.63,49.24,98.0
Latvia,LVA,2017,1.69,68.075,1942248.0,95.6848313046139,8.715,5.97,74.6292682926829,79.7,69.8,81.0,15695.1151541059,5.53,1049155.0,893094.0,12.7,98.0,933.0,11.6679973108454,11.6679973108454,999649.0,32.0,21.45,24.78,1.61,49.42,98.15
Latvia,LVA,2018,1.6,68.142,1927174.0,95.9692852409253,7.412,6.19,74.7829268292683,79.7,70.1,72.0,17865.0310947642,5.47,1039395.0,887780.0,13.09,96.0,1101.0,14.2076039693657,14.2076039693657,1000243.0,28.0,18.09,25.36,1.59,49.6,98.29
Latvia,LVA,2019,1.61,68.222,1913822.0,96.2544132459902,6.312,6.61,75.3878048780488,80.1,70.9,64.0,17883.3494113217,5.42,1030582.0,883240.0,13.09,99.0,1183.0,12.4865833165492,12.4865833165492,988868.0,24.0,20.12,25.92,1.56,49.76,98.44
Latvia,LVA,2020,1.55,68.315,1900449.0,96.5399613194845,8.098,7.25,75.1853658536585,80.0,70.6,58.0,18096.2027073394,5.3,1021768.0,878681.0,12.87,99.0,1313.0,11.6020322023647,11.6020322023647,988585.0,20.0,,26.47,1.55,49.93,98.58
Latvia,LVA,2021,1.57,68.421,1884490.0,96.8256718966414,7.513,9.04,72.9804878048781,78.0,68.2,51.0,20930.3982374189,,1011596.0,872894.0,,94.0,1898.0,,,956869.0,16.0,,27.03,1.53,50.09,98.73
Lebanon,LBN,2012,2.169,87.636,5178337.0,46.2017773742857,7.91,7.00420094,78.628,80.32,76.666,962.0,8500.1805629403,3.45,2607796.0,2570541.0,1.62,83.0,595.36676025,18.7841957919463,18.7841957919463,1772391.0,14.0,1.84,24.49,1.61,57.0,89.69
Lebanon,LBN,2013,2.172,87.79,5678851.0,46.4286672111111,8.423,7.06795645,78.765,80.479,76.782,990.0,8255.20921055985,2.86,2858601.0,2820251.0,1.55,83.0,583.47650146,20.2507464209249,20.2507464209249,1970051.0,14.0,1.8,24.97,1.6,57.24,90.13
Lebanon,LBN,2014,2.182,87.947,6274342.0,46.6555570479365,8.796,7.52279758,78.973,80.704,76.971,1095.0,7665.37969186256,2.85,3157007.0,3117336.0,1.53,83.0,576.65460205,20.3631198495282,20.3631198495282,2204614.0,12.0,1.75,25.46,1.58,57.49,90.57
Lebanon,LBN,2015,2.178,88.106,6398940.0,46.8824468847619,9.27,7.41596651,79.229,80.951,77.234,1226.0,7802.75136769776,3.37,3225226.0,3173713.0,1.53,83.0,578.64581299,20.6861467732003,20.6861467732003,2262668.0,12.0,1.74,25.99,1.57,57.73,91.01
Lebanon,LBN,2016,2.183,88.266,6258619.0,47.1093367215873,9.76,7.92386055,79.505,81.264,77.492,1264.0,8172.29947599133,2.73,3167365.0,3091255.0,1.52,83.0,647.56518555,19.360236111926,19.360236111926,2213003.0,12.0,1.72,26.57,1.56,57.97,91.45
Lebanon,LBN,2017,2.173,88.429,6109252.0,47.3362265584127,10.236,7.80396605,79.654,81.475,77.599,1246.0,8679.89742212366,2.73,3105403.0,3003848.0,1.51,83.0,677.37438965,18.8914613898948,18.8914613898948,2160129.0,12.0,1.75,27.08,1.55,58.2,91.89
Lebanon,LBN,2018,2.148,88.593,5950839.0,47.5631163952381,10.741,8.07092381,79.729,81.455,77.784,1226.0,9225.84515486901,2.73,3039172.0,2911667.0,1.48,83.0,744.6105957,19.9808899582131,19.9808899582131,2104271.0,13.0,1.59,27.49,1.55,58.43,92.33
Lebanon,LBN,2019,2.13,88.758,5781907.0,47.7,11.301,8.6936779,79.236,81.043,77.251,1212.0,8925.42186017072,2.73,2967783.0,2814124.0,1.48,83.0,782.2052002,20.5970090578064,20.5970090578064,2045681.0,15.0,1.72,27.82,1.55,58.66,92.6
Lebanon,LBN,2020,2.103,88.925,5662923.0,47.7,13.235,7.57650805,77.804,79.895,75.637,1203.0,5599.95752260733,2.73,2914639.0,2748285.0,1.26,71.0,522.42010498,19.2310172881236,19.2310172881236,1807359.0,13.0,,28.15,1.55,58.89,92.6
Lebanon,LBN,2021,2.091,89.093,5592631.0,47.7,12.621,10.06154442,75.047,77.251,72.847,1211.0,4136.14657516013,2.73,2879140.0,2713490.0,,67.0,307.13485718,,,1839833.0,9.5,,28.52,1.56,59.11,92.6
Lesotho,LSO,2012,3.305,25.704,2054718.0,20.3828074785916,15.733,10.04389858,47.835,50.486,45.36,3747.0,1205.85998481002,,1045364.0,1009354.0,2.98,95.0,124.85530853,26.5241576357391,26.5241576357391,870326.0,1040.0,125.9,13.87,11.9,19.74,64.02
Lesotho,LSO,2013,3.334,26.101,2073939.0,21.2300947389349,15.907,10.99592113,49.002,51.753,46.428,3808.0,1141.3609231718,,1054158.0,1019780.0,3.04,93.0,130.44207764,25.2428493312626,25.2428493312626,873464.0,948.0,139.9,14.32,11.65,20.24,64.19
Lesotho,LSO,2014,3.288,26.502,2095242.0,22.0892423225197,16.056,9.99930382,50.033,52.807,47.419,3772.0,1165.05065002416,,1064118.0,1031124.0,3.24,88.0,120.47213745,26.801156032785,26.801156032785,883253.0,853.0,147.8,14.78,11.43,20.75,64.36
Lesotho,LSO,2015,3.264,26.908,2118521.0,22.9609405043365,16.223,9.2965641,51.101,53.86,48.48,3742.0,1113.83683453612,,1075264.0,1043257.0,3.28,83.0,104.40470886,25.8911063728927,25.8911063728927,893378.0,780.0,147.3,15.26,11.24,21.29,64.53
Lesotho,LSO,2016,3.239,27.317,2143872.0,23.8441191493482,16.139,9.24261093,52.264,55.096,49.564,3756.0,986.265249840927,,1087578.0,1056294.0,3.38,87.0,90.88587189,25.3734080229079,25.3734080229079,905316.0,721.0,139.6,15.77,11.07,21.86,64.69
Lesotho,LSO,2017,3.187,27.73,2170617.0,24.739469269916,16.391,10.57480335,53.064,55.9,50.351,3724.0,1062.71243340258,,1100655.0,1069963.0,4.07,87.0,115.20778656,22.4347012157399,22.4347012157399,918013.0,681.0,127.2,16.3,10.92,22.45,64.86
Lesotho,LSO,2018,3.139,28.153,2198017.0,25.6507852521301,16.637,11.114995,53.733,56.591,50.992,3653.0,1162.97885412072,,1114109.0,1083909.0,4.54,87.0,130.57113647,23.0240026773582,23.0240026773582,931413.0,659.0,124.6,16.85,10.79,23.08,65.03
Lesotho,LSO,2019,3.094,28.585,2225702.0,26.5776930448547,16.876,11.94662285,54.173,57.053,51.406,3599.0,1074.1340466189,,1127746.0,1097956.0,4.54,87.0,130.44073486,21.1810593859544,21.1810593859544,944955.0,654.0,116.0,17.43,10.69,23.74,65.2
Lesotho,LSO,2020,3.049,29.028,2254100.0,27.5216836619161,18.351,10.27927017,54.693,57.537,51.962,3496.0,910.93494753765,,1141915.0,1112185.0,4.3,87.0,96.7264328,23.4391013240086,23.4391013240086,950348.0,609.0,,18.03,10.6,24.43,65.36
Lesotho,LSO,2021,3.018,29.48,2281454.0,27.8657329770812,18.129,10.21370411,53.062,55.927,50.374,3398.0,1054.9327396161,,1155756.0,1125698.0,,87.0,114.70881653,,,962878.0,636.0,,18.65,10.52,25.15,65.61
Liberia,LBR,2012,4.881,48.583,4331740.0,,2.138,8.15444565,59.913,61.148,58.651,10677.0,644.455576742833,,2185460.0,2146280.0,3.71,80.0,50.35652542,40.950862253654,40.950862253654,1919299.0,304.0,3.97,12.54,7.14,23.65,59.24
Liberia,LBR,2013,4.749,48.985,4427313.0,,2.072,7.09007835,59.943,61.124,58.736,10630.0,717.635753333907,,2232393.0,2194919.0,3.59,80.0,48.74785614,33.8367623475366,33.8367623475366,1956885.0,308.0,3.92,10.04,7.02,24.1,59.91
Liberia,LBR,2014,4.622,49.397,4519398.0,,2.079,8.77403069,59.121,60.213,58.002,10675.0,713.734882389203,,2277509.0,2241889.0,3.63,63.0,59.98974228,34.3461135841224,34.3461135841224,1995521.0,308.0,4.02,10.54,6.93,24.58,60.57
Liberia,LBR,2015,4.523,49.82,4612329.0,,2.553,10.46927643,59.148,60.373,57.898,10105.0,699.662946853965,,2323065.0,2289264.0,3.63,65.0,70.18363953,51.1180873244019,51.1180873244019,2037859.0,308.0,3.66,11.08,6.72,25.1,61.22
Liberia,LBR,2016,4.461,50.254,4706097.0,,3.081,9.90062618,60.416,61.554,59.255,9897.0,722.131226789418,0.63,2369046.0,2337052.0,3.68,73.0,68.4992981,48.301426780699,48.301426780699,2082707.0,308.0,3.65,11.67,6.55,25.67,61.85
Liberia,LBR,2017,4.396,50.697,4796631.0,,3.066,10.47271252,60.553,61.694,59.391,9764.0,706.892691974846,,2413339.0,2383292.0,3.68,80.0,72.50897217,41.5068237111279,41.5068237111279,2126267.0,308.0,3.65,12.31,6.38,26.3,62.48
Liberia,LBR,2018,4.336,51.151,4889391.0,,3.057,10.35222721,60.853,62.164,59.525,9601.0,700.037039377706,1.64,2458807.0,2430584.0,3.64,80.0,69.10813904,42.0381017982909,42.0381017982909,2172641.0,308.0,3.53,12.99,6.21,26.98,63.1
Liberia,LBR,2019,4.257,51.615,4985289.0,,3.072,8.42100334,61.104,62.298,59.892,9417.0,665.878447568436,,2505847.0,2479442.0,3.64,70.0,52.02645493,37.1591253581791,37.1591253581791,2222981.0,308.0,3.29,10.0,6.06,27.73,63.71
Liberia,LBR,2020,4.174,52.089,5087584.0,,4.092,16.96832657,60.948,62.355,59.528,9222.0,624.289710007737,,2556131.0,2531454.0,2.86,65.0,101.29130554,42.3616590279287,42.3616590279287,2261533.0,308.0,,10.76,5.9,28.54,64.3
Liberia,LBR,2021,4.089,52.573,5193416.0,,3.792,16.6163311,60.747,62.072,59.411,9048.0,676.44292696753,1.59,2608243.0,2585173.0,,66.0,112.27044678,,,2338007.0,308.0,,11.59,5.76,29.42,64.89
Libya,LBY,2012,2.68,78.512,5869870.0,,19.03,,72.247,75.069,69.774,1836.0,15765.4152696962,3.7,2881548.0,2988323.0,0.008,98.0,,33.0392584726512,33.0392584726512,1894791.0,40.0,3.38,21.94,3.78,58.71,94.67
Libya,LBY,2013,2.716,78.756,5985221.0,,19.316,,72.34,74.999,69.983,1594.0,12589.5279437569,3.7,2939742.0,3045479.0,0.009,96.0,,41.8287621297505,41.8287621297505,1939404.0,40.0,3.12,22.49,3.81,59.13,95.54
Libya,LBY,2014,2.754,79.009,6097764.0,,19.298,,71.511,75.301,68.237,1559.0,9408.75304325028,3.7,2997221.0,3100543.0,0.009,94.0,,36.2943652311609,36.2943652311609,1982647.0,40.0,3.23,23.04,3.84,59.55,96.41
Libya,LBY,2015,2.711,79.27,6192235.0,,19.649,,71.698,75.369,68.5,1502.0,7867.51493141091,3.7,3046854.0,3145381.0,0.011,97.0,,36.08680012119,36.08680012119,2018817.0,40.0,3.13,23.6,3.88,59.97,97.28
Libya,LBY,2016,2.673,79.54,6282196.0,,19.5,,71.756,75.474,68.501,1421.0,7945.00421529319,3.7,3094517.0,3187679.0,0.01,97.0,,38.1668032978199,38.1668032978199,2056298.0,40.0,3.03,24.17,3.92,60.38,98.15
Libya,LBY,2017,2.626,79.817,6378261.0,,19.015,,72.482,75.674,69.63,1348.0,10529.1163503303,3.2,3143706.0,3234556.0,0.008,96.0,,33.6859220495799,33.6859220495799,2099059.0,40.0,3.23,24.68,3.96,60.74,99.02
Libya,LBY,2018,2.581,80.102,6477793.0,,18.836,,72.794,75.877,70.017,1280.0,11838.2958165147,3.2,3193468.0,3284325.0,0.008,73.0,,41.4209740874326,41.4209740874326,2146167.0,40.0,3.37,25.13,4.0,61.07,99.89
Libya,LBY,2019,2.539,80.393,6569088.0,,19.037,,72.463,75.766,69.496,1218.0,10972.902519068,3.2,3240076.0,3329012.0,0.008,73.0,,36.4844732200514,36.4844732200514,2192333.0,59.0,2.91,25.57,4.05,61.36,99.89
Libya,LBY,2020,2.507,80.691,6653942.0,,19.535,,72.472,75.348,69.867,1161.0,9872.11114427602,3.2,3283983.0,3369959.0,0.012,73.0,,32.9707065002742,32.9707065002742,2160986.0,59.0,,26.02,4.09,61.65,99.89
Libya,LBY,2021,2.462,80.994,6735277.0,,19.595,,71.911,74.396,69.63,1106.0,7094.99982017328,3.2,3325769.0,3409508.0,,73.0,,,,2222452.0,59.0,,26.46,4.14,61.94,99.89
Liechtenstein,LIE,2012,1.51,14.367,36505.0,100.0,,,82.3829268292683,85.2,79.7,,149461.78557146,,18439.0,18066.0,,,,,,,,,,,,
Liechtenstein,LIE,2013,1.45,14.334,36806.0,100.0,,,82.2609756097561,83.9,80.7,,173659.411799089,,18585.0,18220.0,,,,,,,,,,,,
Liechtenstein,LIE,2014,1.59,14.313,37096.0,100.0,,,82.0731707317073,83.2,81.0,,179467.516166777,,18719.0,18378.0,,,,,,,,,,,,
Liechtenstein,LIE,2015,1.4,14.303,37355.0,100.0,,,82.6560975609756,84.5,80.9,,167809.269874833,,18834.0,18521.0,,,,,,,,,,,,
Liechtenstein,LIE,2016,1.61,14.303,37609.0,100.0,,,82.2585365853659,84.0,80.6,,165845.995200652,,18947.0,18663.0,,,,,,,,,,,,
Liechtenstein,LIE,2017,1.44,14.315,37889.0,100.0,,,83.7463414634147,86.0,81.6,,170875.682067431,,19073.0,18816.0,,,,,,,,,,,,
Liechtenstein,LIE,2018,1.58,14.338,38181.0,100.0,,,83.0414634146342,85.5,80.7,,175286.679024684,,19220.0,18961.0,,,,,,,,,,,,
Liechtenstein,LIE,2019,1.48,14.371,38482.0,100.0,,,84.1609756097561,85.8,82.6,,167259.160311816,,19381.0,19102.0,,,,,,,,,,,,
Liechtenstein,LIE,2020,1.46,14.416,38756.0,100.0,,,81.6585365853659,83.4,80.0,,165287.186766512,,19534.0,19223.0,,,,,,,,,,,,
Liechtenstein,LIE,2021,1.53,14.471,39039.0,100.0,,,84.4024390243902,86.4,82.5,,197504.548936258,,19686.0,19354.0,,,,,,,,,,,,
Lithuania,LTU,2012,1.6,66.864,2987773.0,86.3826378165953,13.365,6.28,73.8634146341464,79.6,68.4,133.0,14367.709424872,7.26,1611883.0,1375889.0,15.54,93.0,897.0,12.373124789345,12.373124789345,1469043.0,63.0,12.45,23.99,0.85,49.74,87.65
Lithuania,LTU,2013,1.59,66.986,2957689.0,88.3536205960304,11.77,6.13,73.9146341463415,79.6,68.5,128.0,15729.6524666512,7.14,1593602.0,1364087.0,15.57,93.0,959.0,12.4131714589563,12.4131714589563,1461653.0,61.0,13.89,24.51,0.84,49.62,88.68
Lithuania,LTU,2014,1.63,67.108,2932367.0,90.3379728931866,10.698,6.19,74.5170731707317,80.1,69.2,126.0,16551.018202078,7.11,1577567.0,1354801.0,14.96,93.0,1021.0,12.7577404745041,12.7577404745041,1473507.0,58.0,11.56,25.05,0.83,49.5,89.7
Lithuania,LTU,2015,1.7,67.23,2904910.0,92.3355913037643,9.12,6.49,74.3219512195122,79.7,69.2,126.0,14263.9645773495,6.83,1560016.0,1344893.0,14.17,93.0,920.0,11.3028578201847,11.3028578201847,1465455.0,55.0,11.94,25.61,0.82,49.39,90.72
Lithuania,LTU,2016,1.69,67.366,2868231.0,93.9928811739939,7.862,6.64,74.6707317073171,80.1,69.5,120.0,15008.3132445526,6.54,1537363.0,1330868.0,13.03,94.0,989.0,10.2329418108878,10.2329418108878,1475011.0,54.0,32.77,26.2,0.81,49.28,99.66
Lithuania,LTU,2017,1.63,67.516,2828403.0,94.4423091946607,7.073,6.48,75.4804878048781,80.5,70.7,107.0,16885.4073948373,6.39,1512826.0,1315577.0,12.29,94.0,1083.0,9.79993642739852,9.79993642739852,1461249.0,52.0,11.5,26.8,0.8,49.17,99.84
Lithuania,LTU,2018,1.63,67.679,2801543.0,94.8732512815995,6.147,6.53,75.6804878048781,80.7,70.9,95.0,19186.359591641,6.27,1495079.0,1306463.0,11.79,92.0,1249.0,11.0838572805935,11.0838572805935,1466791.0,44.0,10.11,27.41,0.79,49.06,100.0
Lithuania,LTU,2019,1.61,67.855,2794137.0,94.8974874451152,6.255,6.99,76.2829268292683,81.2,71.6,86.0,19615.5491450175,6.22,1487938.0,1306199.0,11.79,92.0,1370.0,10.2465023749528,10.2465023749528,1470500.0,41.0,26.14,28.02,0.78,48.94,100.0
Lithuania,LTU,2020,1.48,68.046,2794885.0,94.9237932740768,8.487,7.48,74.9780487804878,80.1,70.1,81.0,20381.8557827478,5.96,1485577.0,1309308.0,12.1,91.0,1520.0,9.21893860360944,9.21893860360944,1478716.0,28.0,,28.64,0.78,48.83,100.0
Lithuania,LTU,2021,1.36,68.249,2800839.0,94.9517503729689,7.112,7.82,74.0365853658537,78.8,69.5,78.0,23849.6156993566,,1486443.0,1314395.0,,90.0,1859.0,,,1468048.0,26.0,,29.28,0.78,48.73,100.0
Luxembourg,LUX,2012,1.57,89.249,530946.0,99.7764862682278,5.14,5.29,81.3926829268293,83.8,79.1,13.0,112584.676270958,5.16,265765.0,265181.0,11.95,99.0,6029.0,11.3764588719617,11.3764588719617,258659.0,9.7,11.34,18.33,0.78,42.41,99.88
Luxembourg,LUX,2013,1.55,89.574,543360.0,99.7237508144043,5.848,5.24,81.8,83.9,79.8,13.0,120000.140729859,5.17,271532.0,271828.0,11.86,99.0,6357.0,11.7081477939315,11.7081477939315,268091.0,8.0,11.26,18.29,0.78,42.4,99.67
Luxembourg,LUX,2014,1.5,89.884,556319.0,99.6742915425469,5.852,5.23,82.2292682926829,85.2,79.4,13.0,123678.702143275,5.06,277710.0,278610.0,11.76,99.0,6547.0,9.99782870623861,9.99782870623861,278241.0,5.0,12.66,18.25,0.78,42.4,99.94
Luxembourg,LUX,2015,1.47,90.179,569604.0,99.627860789774,6.669,5.08,82.2926829268293,84.7,80.0,13.0,105462.012584423,4.96,283954.0,285650.0,11.71,99.0,5422.0,10.3915303158858,10.3915303158858,285050.0,6.1,12.17,18.2,0.78,42.41,99.93
Luxembourg,LUX,2016,1.41,90.46,582014.0,99.5842506631401,6.291,5.07,82.6853658536585,85.4,80.1,13.0,106899.293549552,4.81,289781.0,292233.0,11.66,99.0,5475.0,9.61318538725802,9.61318538725802,286784.0,5.7,10.16,18.15,0.79,42.41,99.91
Luxembourg,LUX,2017,1.39,90.727,596336.0,99.543226403751,5.522,5.14,82.0951219512195,84.4,79.9,14.0,110193.213797228,4.66,296716.0,299619.0,11.58,99.0,5713.0,9.60846654630366,9.60846654630366,296430.0,6.2,13.6,18.11,0.81,42.42,99.89
Luxembourg,LUX,2018,1.38,90.981,607950.0,99.5046038462513,5.585,5.28,82.2951219512195,84.6,80.1,14.0,116786.511654677,4.51,302297.0,305653.0,11.53,99.0,6227.0,9.29178826573985,9.29178826573985,305430.0,7.9,10.63,18.08,0.83,42.44,99.87
Luxembourg,LUX,2019,1.34,91.223,620001.0,99.5125308619097,5.595,5.47,82.6390243902439,85.2,80.2,14.0,112726.439672814,4.26,308156.0,311845.0,11.53,99.0,6222.0,8.4591046194554,8.4591046194554,315771.0,8.9,11.27,18.05,0.85,42.45,99.88
Luxembourg,LUX,2020,1.36,91.453,630419.0,99.5200654420875,6.773,5.74,82.1439024390244,84.5,79.9,14.0,116905.370396853,4.19,313207.0,317212.0,10.82,99.0,6786.0,8.67476189540246,8.67476189540246,322041.0,5.8,,18.04,0.89,42.46,99.88
Luxembourg,LUX,2021,1.38,91.672,640064.0,99.5272329799709,5.247,5.67,82.5975609756098,84.8,80.5,15.0,133711.794435985,4.15,317924.0,322141.0,,99.0,7636.0,,,333257.0,6.1,,18.06,0.93,42.49,99.88
Madagascar,MDG,2012,4.466,33.227,22966240.0,15.2925667357711,0.599,3.9110589,63.544,65.476,61.695,36027.0,504.173737710132,,11438460.0,11527780.0,0.93,68.0,19.71853828,14.7009701749296,14.7009701749296,11412154.0,236.0,3.4,1.98,16.75,11.72,30.63
Madagascar,MDG,2013,4.358,33.878,23588073.0,16.1408302762085,0.995,3.75156283,63.962,66.231,61.811,35881.0,526.688019635403,0.33,11750494.0,11837579.0,0.97,70.0,19.75903702,15.504951948252,15.504951948252,11791420.0,233.0,3.4,2.1,16.55,12.09,31.17
Madagascar,MDG,2014,4.247,34.534,24215976.0,16.7630080347729,1.385,4.46240282,64.255,66.356,62.25,35926.0,517.136183122584,0.32,12065787.0,12150189.0,1.01,68.0,23.07670021,15.00220058015,15.00220058015,12174101.0,233.0,3.43,2.23,16.37,12.47,31.71
Madagascar,MDG,2015,4.183,35.193,24850912.0,17.3862360832543,1.785,5.0062542,64.339,66.346,62.416,36209.0,455.63803458407,,12383941.0,12466971.0,1.01,62.0,22.81040573,16.0777176618248,16.0777176618248,12558421.0,233.0,3.36,2.37,16.21,12.87,32.25
Madagascar,MDG,2016,4.163,35.856,25501941.0,18.0266900658694,1.944,5.33248854,64.997,67.136,62.952,36913.0,464.61615837171,,12710056.0,12791885.0,1.0,68.0,24.77560616,16.138736457425,16.138736457425,12935229.0,233.0,3.37,2.53,16.09,13.3,32.79
Madagascar,MDG,2017,4.109,36.522,26169542.0,18.6844476953544,2.113,4.80225992,65.094,67.243,63.038,37709.0,503.498058680237,,13044649.0,13124892.0,1.02,65.0,24.17928314,12.5514997924024,12.5514997924024,13321070.0,233.0,3.35,2.72,15.98,13.76,33.33
Madagascar,MDG,2018,4.043,37.191,26846541.0,19.3598230600213,2.289,4.22846937,65.27,67.432,63.2,38370.0,512.543991506858,,13384012.0,13462529.0,1.02,74.0,21.67276382,12.7238095692816,12.7238095692816,13715256.0,233.0,3.34,2.92,15.9,14.25,33.87
Madagascar,MDG,2019,3.978,37.861,27533134.0,20.0525651371361,2.46,3.10129309,65.882,68.21,63.662,39001.0,512.27966560241,,13728596.0,13804538.0,1.02,70.0,15.88729572,12.7945386496097,12.7945386496097,14118618.0,233.0,3.35,3.14,15.85,14.77,34.41
Madagascar,MDG,2020,3.918,38.534,28225177.0,20.7635333183938,3.246,3.72316122,65.182,67.612,62.891,39632.0,462.404228818383,,14076752.0,14148424.0,0.99,68.0,17.21605492,12.7535199510191,12.7535199510191,14403570.0,233.0,,3.31,15.8,15.32,34.95
Madagascar,MDG,2021,3.851,39.207,28915653.0,21.4921283753203,3.415,3.5045228,64.485,66.87,62.234,40120.0,503.352081190858,,14424717.0,14490935.0,,57.0,17.64008904,,,14889869.0,233.0,,3.5,15.77,15.91,35.49
Malawi,MWI,2012,4.924,15.812,15581251.0,12.0292544123907,4.951,6.02199793,58.679,61.262,56.116,27332.0,563.061539677727,,8030996.0,7550255.0,3.71,96.0,32.80570221,26.4999840992823,26.4999840992823,6035605.0,291.0,10.86,1.42,10.74,13.1,59.61
Malawi,MWI,2013,4.778,15.966,16024775.0,12.5342361256519,4.978,8.22379494,59.729,62.633,56.868,25689.0,501.19717297875,,8255436.0,7769339.0,3.68,89.0,39.87806702,25.3524122563691,25.3524122563691,6139893.0,261.0,10.58,1.47,10.63,13.26,60.54
Malawi,MWI,2014,4.612,16.132,16477966.0,13.0532852603648,4.966,6.89776182,60.899,64.34,57.577,24280.0,534.126977149089,,8485579.0,7992387.0,3.58,91.0,35.64556885,25.9973398435068,25.9973398435068,6251150.0,228.0,10.45,1.53,10.55,13.43,61.46
Malawi,MWI,2015,4.452,16.313,16938942.0,13.5876840716512,4.95,6.62879086,61.378,64.659,58.187,23183.0,544.276872741836,,8719776.0,8219165.0,3.37,88.0,35.27587891,25.0076393017599,25.0076393017599,6368179.0,197.0,10.34,1.6,10.5,13.61,62.38
Malawi,MWI,2016,4.309,16.506,17405624.0,14.1363136398145,5.003,7.72703791,62.209,65.671,58.86,22150.0,454.443266065248,,8956544.0,8449079.0,3.19,84.0,34.32816696,24.9604610605181,24.9604610605181,6490270.0,176.0,10.21,1.68,10.47,13.8,63.3
